"","rename","Species","names"
"984","Neisseriaceae_uncultured_JF011148.1.1363","uncultured bacterium","JF011148.1.1363_beta_extraction"
"985","Neisseriaceae_uncultured_JF224063.1.1380","uncultured bacterium","JF224063.1.1380_beta_extraction"
"986","Neisseriaceae_Neisseria_JQ455331.1.1379","uncultured bacterium","JQ455331.1.1379_beta_extraction"
"987","Neisseriaceae_Kingella_JQ466242.1.1370","uncultured bacterium","JQ466242.1.1370_beta_extraction"
"988","Neisseriaceae_Neisseria_JQ455236.1.1415","uncultured bacterium","JQ455236.1.1415_beta_extraction"
"989","Neisseriaceae_Simonsiella_JF172268.1.1365","uncultured bacterium","JF172268.1.1365_beta_extraction"
"990","Neisseriaceae_Kingella_FJ773360.1.1408","uncultured Kingella sp.","FJ773360.1.1408_beta_extraction"
"991","Neisseriaceae_Neisseria_JQ452869.1.1406","uncultured bacterium","JQ452869.1.1406_beta_extraction"
"992","Neisseriaceae_Snodgrassella_HM108724.1.1497","uncultured Neisseriaceae bacterium","HM108724.1.1497_beta_extraction"
"993","Neisseriaceae_Neisseria_JQ453481.1.1399","uncultured bacterium","JQ453481.1.1399_beta_extraction"
"994","Neisseriaceae_Neisseria_JQ451975.1.1393","uncultured bacterium","JQ451975.1.1393_beta_extraction"
"995","Neisseriaceae_Neisseria_AF487709.1.1341","Neisseria dentiae","AF487709.1.1341_beta_extraction"
"996","Neisseriaceae_Neisseria_MTBN01000018.244.1794","Neisseria animaloris","MTBN01000018.244.1794_beta_extraction"
"997","Neisseriaceae_Neisseria_JQ468404.1.1400","uncultured bacterium","JQ468404.1.1400_beta_extraction"
"998","Neisseriaceae_Neisseria_JQ453306.1.1386","uncultured bacterium","JQ453306.1.1386_beta_extraction"
"999","Neisseriaceae_Neisseria_JF154856.1.1362","uncultured bacterium","JF154856.1.1362_beta_extraction"
"1000","Neisseriaceae_Neisseria_JF129497.1.1362","uncultured bacterium","JF129497.1.1362_beta_extraction"
"1001","Neisseriaceae_Neisseria_JQ453211.1.1399","uncultured bacterium","JQ453211.1.1399_beta_extraction"
"1002","Neisseriaceae_Neisseria_JQ448671.1.1384","uncultured bacterium","JQ448671.1.1384_beta_extraction"
"1003","Neisseriaceae_Neisseria_JQ466105.1.1298","uncultured bacterium",NA
"1004","Neisseriaceae_Neisseria_JQ452896.1.1374","uncultured bacterium","JQ452896.1.1374_beta_extraction"
"1005","Neisseriaceae_Neisseria_JQ454880.1.1401","uncultured bacterium","JQ454880.1.1401_beta_extraction"
"1006","Neisseriaceae_Neisseria_JQ451214.1.1377","uncultured bacterium","JQ451214.1.1377_beta_extraction"
"1007","Neisseriaceae_Neisseria_JQ458558.1.1402","uncultured bacterium","JQ458558.1.1402_beta_extraction"
"1008","Neisseriaceae_Bergeriella_M35020.1.1478","Bergeriella denitrificans","M35020.1.1478_beta_extraction"
"1009","Neisseriaceae_uncultured_JF132755.1.1361","uncultured bacterium","JF132755.1.1361_beta_extraction"
"1010","Neisseriaceae_Neisseria_FJ192840.1.1475","uncultured Neisseria sp.","FJ192840.1.1475_beta_extraction"
"1011","Neisseriaceae_uncultured_HQ819972.1.1394","uncultured organism","HQ819972.1.1394_beta_extraction"
"1012","Neisseriaceae_Kingella_JQ467368.1.1411","uncultured bacterium","JQ467368.1.1411_beta_extraction"
"1013","Neisseriaceae_Neisseria_JF198546.1.1363","uncultured bacterium","JF198546.1.1363_beta_extraction"
"1014","Neisseriaceae_uncultured_GQ020084.1.1366","uncultured bacterium","GQ020084.1.1366_beta_extraction"
"1015","Neisseriaceae_Neisseria_JF189416.1.1364","uncultured bacterium","JF189416.1.1364_beta_extraction"
"1016","Neisseriaceae_uncultured_JX105708.1.1518","uncultured bacterium","JX105708.1.1518_beta_extraction"
"1017","Neisseriaceae_Neisseria_JQ453009.1.1381","uncultured bacterium","JQ453009.1.1381_beta_extraction"
"1018","Neisseriaceae_Neisseria_JF189740.1.1362","uncultured bacterium","JF189740.1.1362_beta_extraction"
"1019","Neisseriaceae_Neisseria_FJ191724.1.1463","uncultured Neisseria sp.","FJ191724.1.1463_beta_extraction"
"1020","Neisseriaceae_Neisseria_AY005026.1.1501","Neisseria sp. oral clone AP060","AY005026.1.1501_beta_extraction"
"1021","Neisseriaceae_Neisseria_JQ453321.1.1410","uncultured bacterium","JQ453321.1.1410_beta_extraction"
"1022","Neisseriaceae_Neisseria_JQ454864.1.1370","uncultured bacterium","JQ454864.1.1370_beta_extraction"
"1023","Neisseriaceae_uncultured_FPLS01024085.9.1532","metagenome","FPLS01024085.9.1532_beta_extraction"
"1024","Neisseriaceae_Alysiella_HQ804648.1.1446","uncultured organism","HQ804648.1.1446_beta_extraction"
"1025","Neisseriaceae_Neisseria_HQ717298.1.1300","Neisseria sp. C6I7","HQ717298.1.1300_beta_extraction"
"1026","Neisseriaceae_Neisseria_JQ451610.1.1397","uncultured bacterium","JQ451610.1.1397_beta_extraction"
"1027","Neisseriaceae_Neisseria_JQ455402.1.1399","uncultured bacterium","JQ455402.1.1399_beta_extraction"
"1028","Neisseriaceae_Neisseria_FJ192279.1.1411","uncultured Neisseria sp.","FJ192279.1.1411_beta_extraction"
"1029","Neisseriaceae_Neisseria_JQ451990.1.1341","uncultured bacterium",NA
"1030","Neisseriaceae_Neisseria_JQ455749.1.1400","uncultured bacterium","JQ455749.1.1400_beta_extraction"
"1031","Neisseriaceae_Neisseria_JQ446829.1.1398","uncultured bacterium","JQ446829.1.1398_beta_extraction"
"1032","Neisseriaceae_Neisseria_JQ452913.1.1332","uncultured bacterium","JQ452913.1.1332_beta_extraction"
"1033","Neisseriaceae_uncultured_AB696070.1.1452","uncultured bacterium","AB696070.1.1452_beta_extraction"
"1034","Neisseriaceae_Neisseria_JF197074.1.1357","uncultured bacterium","JF197074.1.1357_beta_extraction"
"1035","Neisseriaceae_Neisseria_JQ453492.1.1201","uncultured bacterium","JQ453492.1.1201_beta_extraction"
"1036","Neisseriaceae_Neisseria_FJ557700.1.1384","uncultured bacterium","FJ557700.1.1384_beta_extraction"
"1037","Neisseriaceae_Neisseria_JQ456866.1.1399","uncultured bacterium","JQ456866.1.1399_beta_extraction"
"1038","Neisseriaceae_Neisseria_JQ460122.1.1370","uncultured bacterium","JQ460122.1.1370_beta_extraction"
"1039","Neisseriaceae_Neisseria_FJ557596.1.1401","uncultured bacterium","FJ557596.1.1401_beta_extraction"
"1040","Neisseriaceae_Neisseria_JF188114.1.1362","uncultured bacterium","JF188114.1.1362_beta_extraction"
"1041","Neisseriaceae_Kingella_JQ468618.1.1404","uncultured bacterium","JQ468618.1.1404_beta_extraction"
"1042","Neisseriaceae_Neisseria_FJ191805.1.1467","uncultured Neisseria sp.","FJ191805.1.1467_beta_extraction"
"1043","Neisseriaceae_Neisseria_JQ455246.1.1325","uncultured bacterium","JQ455246.1.1325_beta_extraction"
"1044","Neisseriaceae_Neisseria_FM874603.1.1493","uncultured bacterium","FM874603.1.1493_beta_extraction"
"1045","Neisseriaceae_Kingella_JQ471511.1.1404","uncultured bacterium","JQ471511.1.1404_beta_extraction"
"1046","Neisseriaceae_uncultured_KJ782950.1.1511","uncultured bacterium","KJ782950.1.1511_beta_extraction"
"1047","Neisseriaceae_Neisseria_JF214557.1.1363","uncultured bacterium","JF214557.1.1363_beta_extraction"
"1048","Neisseriaceae_Neisseria_AEQJ01000016.291.1816","Neisseria meningitidis CU385","AEQJ01000016.291.1816_beta_extraction"
"1049","Neisseriaceae_uncultured_KF066684.1.1367","uncultured bacterium","KF066684.1.1367_beta_extraction"
"1050","Neisseriaceae_Neisseria_JQ455556.1.1406","uncultured bacterium","JQ455556.1.1406_beta_extraction"
"1051","Neisseriaceae_Neisseria_JQ450455.1.1412","uncultured bacterium","JQ450455.1.1412_beta_extraction"
"1052","Neisseriaceae_Neisseria_FJ191678.1.1443","uncultured Neisseria sp.","FJ191678.1.1443_beta_extraction"
"1053","Neisseriaceae_Kingella_JQ457277.1.1398","uncultured bacterium","JQ457277.1.1398_beta_extraction"
"1054","Neisseriaceae_Neisseria_JQ456303.1.1401","uncultured bacterium","JQ456303.1.1401_beta_extraction"
"1055","Neisseriaceae_uncultured_HM342218.1.1364","uncultured bacterium","HM342218.1.1364_beta_extraction"
"1056","Neisseriaceae_Conchiformibius_AB087261.1.1479","Conchiformibius steedae","AB087261.1.1479_beta_extraction"
"1057","Neisseriaceae_Neisseria_JQ455413.1.1387","uncultured bacterium","JQ455413.1.1387_beta_extraction"
"1058","Neisseriaceae_Kingella_FQ659941.1.1360","uncultured soil bacterium","FQ659941.1.1360_beta_extraction"
"1059","Neisseriaceae_Kingella_JQ467452.1.1427","uncultured bacterium","JQ467452.1.1427_beta_extraction"
"1060","Neisseriaceae_uncultured_KF083439.1.1259","uncultured bacterium","KF083439.1.1259_beta_extraction"
"1061","Neisseriaceae_uncultured_JF737894.1.1497","uncultured bacterium","JF737894.1.1497_beta_extraction"
"1062","Neisseriaceae_Alysiella_AF487710.1.1511","Alysiella filiformis","AF487710.1.1511_beta_extraction"
"1063","Neisseriaceae_Neisseria_JQ455570.1.1406","uncultured bacterium","JQ455570.1.1406_beta_extraction"
"1064","Neisseriaceae_Neisseria_FJ193596.1.1448","uncultured Neisseria sp.","FJ193596.1.1448_beta_extraction"
"1065","Neisseriaceae_uncultured_FM873682.1.1495","uncultured bacterium","FM873682.1.1495_beta_extraction"
"1066","Neisseriaceae_Neisseria_DQ016821.1.1487","uncultured Neisseria sp.","DQ016821.1.1487_beta_extraction"
"1067","Neisseriaceae_Neisseria_JQ453031.1.1405","uncultured bacterium","JQ453031.1.1405_beta_extraction"
"1068","Neisseriaceae_Kingella_JQ453416.1.1417","uncultured bacterium","JQ453416.1.1417_beta_extraction"
"1069","Neisseriaceae_Neisseria_JQ467159.1.1403","uncultured bacterium","JQ467159.1.1403_beta_extraction"
"1070","Neisseriaceae_Neisseria_JF172301.1.1364","uncultured bacterium","JF172301.1.1364_beta_extraction"
"1071","Neisseriaceae_Alysiella_JQKH01000114.3994.5511","Alysiella crassa DSM 2578","JQKH01000114.3994.5511_beta_extraction"
"1072","Neisseriaceae_Neisseria_CU927875.1.1359","uncultured bacterium","CU927875.1.1359_beta_extraction"
"1073","Neisseriaceae_Neisseria_FJ191390.1.1438","uncultured Neisseria sp.","FJ191390.1.1438_beta_extraction"
"1074","Neisseriaceae_Neisseria_JQ451624.1.1405","uncultured bacterium","JQ451624.1.1405_beta_extraction"
"1075","Neisseriaceae_Neisseria_JQ452768.1.1404","uncultured bacterium","JQ452768.1.1404_beta_extraction"
"1076","Neisseriaceae_Neisseria_JQ449260.1.1399","uncultured bacterium","JQ449260.1.1399_beta_extraction"
"1077","Neisseriaceae_Neisseria_JQ453345.1.1405","uncultured bacterium","JQ453345.1.1405_beta_extraction"
"1078","Neisseriaceae_Neisseria_JQ455394.1.1409","uncultured bacterium","JQ455394.1.1409_beta_extraction"
"1079","Neisseriaceae_Neisseria_JQ455190.1.1414","uncultured bacterium","JQ455190.1.1414_beta_extraction"
"1080","Neisseriaceae_Kingella_JQ452480.1.1388","uncultured bacterium","JQ452480.1.1388_beta_extraction"
"1081","Neisseriaceae_Neisseria_JQ456322.1.1286","uncultured bacterium","JQ456322.1.1286_beta_extraction"
"1082","Neisseriaceae_Neisseria_FJ557328.1.1402","uncultured bacterium","FJ557328.1.1402_beta_extraction"
"1083","Neisseriaceae_Neisseria_JQ452961.1.1415","uncultured bacterium","JQ452961.1.1415_beta_extraction"
"1084","Neisseriaceae_Neisseria_JQ452096.1.1296","uncultured bacterium",NA
"1085","Neisseriaceae_uncultured_GU303063.1.1504","uncultured rumen bacterium","GU303063.1.1504_beta_extraction"
"1086","Neisseriaceae_uncultured_AB240515.1.1503","uncultured bacterium","AB240515.1.1503_beta_extraction"
"1087","Neisseriaceae_Kingella_JQ466107.1.1394","uncultured bacterium","JQ466107.1.1394_beta_extraction"
"1088","Neisseriaceae_Neisseria_JQ465711.1.1404","uncultured bacterium","JQ465711.1.1404_beta_extraction"
"1089","Neisseriaceae_Neisseria_JQ455353.1.1423","uncultured bacterium","JQ455353.1.1423_beta_extraction"
"1090","Neisseriaceae_Neisseria_JQ453358.1.1219","uncultured bacterium","JQ453358.1.1219_beta_extraction"
"1091","Neisseriaceae_Neisseria_FJ192853.1.1474","uncultured Neisseria sp.","FJ192853.1.1474_beta_extraction"
"1092","Neisseriaceae_Kingella_JQ464732.1.1399","uncultured bacterium","JQ464732.1.1399_beta_extraction"
"1093","Neisseriaceae_Snodgrassella_JQ581898.1.1252","uncultured beta proteobacterium",NA
"1094","Neisseriaceae_Snodgrassella_JQ405118.1.1363","uncultured beta proteobacterium","JQ405118.1.1363_beta_extraction"
"1095","Neisseriaceae_Uruburuella_HQ538678.1.1412","Neisseria sp. bk_12","HQ538678.1.1412_beta_extraction"
"1096","Neisseriaceae_Conchiformibius_JF240975.1.1363","uncultured bacterium","JF240975.1.1363_beta_extraction"
"1097","Neisseriaceae_Neisseria_FJ193681.1.1519","uncultured Neisseria sp.","FJ193681.1.1519_beta_extraction"
"1098","Neisseriaceae_Neisseria_HM293916.1.1361","uncultured bacterium","HM293916.1.1361_beta_extraction"
"1099","Neisseriaceae_uncultured_AJ867904.1.1499","uncultured beta proteobacterium","AJ867904.1.1499_beta_extraction"
"1100","Neisseriaceae_Neisseria_JQ454854.1.1400","uncultured bacterium","JQ454854.1.1400_beta_extraction"
"1101","Neisseriaceae_Neisseria_JQ459140.1.1400","uncultured bacterium","JQ459140.1.1400_beta_extraction"
"1102","Neisseriaceae_Neisseria_JQ453070.1.1396","uncultured bacterium","JQ453070.1.1396_beta_extraction"
"1103","Neisseriaceae_uncultured_HM305747.1.1372","uncultured bacterium","HM305747.1.1372_beta_extraction"
"1104","Neisseriaceae_Neisseria_JQ455233.1.1397","uncultured bacterium","JQ455233.1.1397_beta_extraction"
"1105","Neisseriaceae_Eikenella_JQ451970.1.1379","uncultured bacterium",NA
"1106","Neisseriaceae_Neisseria_JQ454980.1.1401","uncultured bacterium","JQ454980.1.1401_beta_extraction"
"1107","Neisseriaceae_Neisseria_JF235282.1.1357","uncultured bacterium","JF235282.1.1357_beta_extraction"
"1108","Neisseriaceae_Vitreoscilla_ARNN01000006.646.2167","Vitreoscilla stercoraria DSM 513","ARNN01000006.646.2167_beta_extraction"
"1109","Neisseriaceae_Neisseria_JF193090.1.1360","uncultured bacterium","JF193090.1.1360_beta_extraction"
"1110","Neisseriaceae_uncultured_KF102028.1.1364","uncultured bacterium","KF102028.1.1364_beta_extraction"
"1111","Neisseriaceae_Neisseria_HM287642.1.1361","uncultured bacterium","HM287642.1.1361_beta_extraction"
"1112","Neisseriaceae_Neisseria_KR870880.1.1475","uncultured Neisseria sp.","KR870880.1.1475_beta_extraction"
"1113","Neisseriaceae_Neisseria_JQ453418.1.1276","uncultured bacterium","JQ453418.1.1276_beta_extraction"
"1114","Neisseriaceae_Neisseria_JQ204623.1.1363","uncultured bacterium","JQ204623.1.1363_beta_extraction"
"1115","Neisseriaceae_Neisseria_HM246882.1.1362","uncultured bacterium","HM246882.1.1362_beta_extraction"
"1116","Neisseriaceae_Kingella_JQ456089.1.1397","uncultured bacterium","JQ456089.1.1397_beta_extraction"
"1117","Neisseriaceae_Snodgrassella_KF600407.1.1274","Snodgrassella alvi","KF600407.1.1274_beta_extraction"
"1118","Neisseriaceae_Neisseria_JQ451342.1.1398","uncultured bacterium","JQ451342.1.1398_beta_extraction"
"1119","Neisseriaceae_uncultured_KF083471.1.1364","uncultured bacterium","KF083471.1.1364_beta_extraction"
"1120","Neisseriaceae_Snodgrassella_HM108678.1.1500","uncultured Neisseriaceae bacterium","HM108678.1.1500_beta_extraction"
"1121","Neisseriaceae_Neisseria_JF186270.1.1360","uncultured bacterium","JF186270.1.1360_beta_extraction"
"1122","Neisseriaceae_Neisseria_KF073460.1.1362","uncultured bacterium","KF073460.1.1362_beta_extraction"
"1123","Neisseriaceae_Conchiformibius_AB681800.1.1467","Conchiformibius kuhniae","AB681800.1.1467_beta_extraction"
"1124","Neisseriaceae_Neisseria_FJ191557.1.1448","uncultured Neisseria sp.","FJ191557.1.1448_beta_extraction"
"1125","Neisseriaceae_Neisseria_JQ456240.1.1382","uncultured bacterium","JQ456240.1.1382_beta_extraction"
"1126","Neisseriaceae_Conchiformibius_AF328151.1.1459","Conchiformibius kuhniae","AF328151.1.1459_beta_extraction"
"1127","Neisseriaceae_uncultured_GQ112882.1.1367","uncultured bacterium","GQ112882.1.1367_beta_extraction"
"1128","Neisseriaceae_Alysiella_FJ976380.1.1363","uncultured Neisseriaceae bacterium","FJ976380.1.1363_beta_extraction"
"1129","Neisseriaceae_Neisseria_FJ192855.1.1471","uncultured Neisseria sp.","FJ192855.1.1471_beta_extraction"
"1130","Neisseriaceae_Neisseria_CP003909.1724513.1726039","Neisseria gonorrhoeae MS11","CP003909.1724513.1726039_beta_extraction"
"1131","Neisseriaceae_Kingella_JF232670.1.1358","uncultured bacterium","JF232670.1.1358_beta_extraction"
"1132","Neisseriaceae_Neisseria_JQ452845.1.1402","uncultured bacterium","JQ452845.1.1402_beta_extraction"
"1133","Neisseriaceae_uncultured_HM341925.1.1365","uncultured bacterium","HM341925.1.1365_beta_extraction"
"1134","Neisseriaceae_Kingella_AY349388.1.1531","Neisseria sp. oral clone JC012","AY349388.1.1531_beta_extraction"
"1135","Neisseriaceae_uncultured_KY992759.1.1513","uncultured beta proteobacterium","KY992759.1.1513_beta_extraction"
"1136","Neisseriaceae_Neisseria_JQ447568.1.1396","uncultured bacterium","JQ447568.1.1396_beta_extraction"
"1137","Neisseriaceae_Neisseria_JQ452604.1.1398","uncultured bacterium","JQ452604.1.1398_beta_extraction"
"1138","Neisseriaceae_Eikenella_JQ451377.1.1405","uncultured bacterium","JQ451377.1.1405_beta_extraction"
"1139","Neisseriaceae_Neisseria_JQ448719.1.1383","uncultured bacterium","JQ448719.1.1383_beta_extraction"
"1140","Neisseriaceae_Conchiformibius_HM316109.1.1363","uncultured bacterium","HM316109.1.1363_beta_extraction"
"1141","Neisseriaceae_Neisseria_JQ455275.1.1396","uncultured bacterium","JQ455275.1.1396_beta_extraction"
"1142","Neisseriaceae_Neisseria_FJ191501.1.1447","uncultured Neisseria sp.","FJ191501.1.1447_beta_extraction"
"1143","Neisseriaceae_Neisseria_JQ450707.1.1390","uncultured bacterium","JQ450707.1.1390_beta_extraction"
"1144","Neisseriaceae_uncultured_JX105583.1.1394","uncultured bacterium","JX105583.1.1394_beta_extraction"
"1145","Neisseriaceae_Neisseria_JQ474795.1.1401","uncultured bacterium","JQ474795.1.1401_beta_extraction"
"1146","Neisseriaceae_Conchiformibius_HM330542.1.1362","uncultured bacterium","HM330542.1.1362_beta_extraction"
"1147","Neisseriaceae_Neisseria_JQ452039.1.1406","uncultured bacterium","JQ452039.1.1406_beta_extraction"
"1148","Neisseriaceae_Neisseria_JF080183.1.1360","uncultured bacterium","JF080183.1.1360_beta_extraction"
"1149","Neisseriaceae_Neisseria_JQ460573.1.1405","uncultured bacterium","JQ460573.1.1405_beta_extraction"
"1150","Neisseriaceae_Neisseria_JF167726.1.1362","uncultured bacterium","JF167726.1.1362_beta_extraction"
"1151","Neisseriaceae_Neisseria_KF097431.1.1363","uncultured bacterium","KF097431.1.1363_beta_extraction"
"1152","Neisseriaceae_Neisseria_JQ453391.1.1399","uncultured bacterium","JQ453391.1.1399_beta_extraction"
"1153","Neisseriaceae_Neisseria_JQ453226.1.1402","uncultured bacterium","JQ453226.1.1402_beta_extraction"
"1154","Neisseriaceae_Neisseria_JQ451926.1.1385","uncultured bacterium","JQ451926.1.1385_beta_extraction"
"1155","Neisseriaceae_Neisseria_JF142805.1.1362","uncultured bacterium","JF142805.1.1362_beta_extraction"
"1156","Neisseriaceae_Kingella_JQ465942.1.1394","uncultured bacterium","JQ465942.1.1394_beta_extraction"
"1157","Neisseriaceae_Neisseria_JQ455350.1.1395","uncultured bacterium","JQ455350.1.1395_beta_extraction"
"1158","Neisseriaceae_Neisseria_JQ453189.1.1380","uncultured bacterium",NA
"1159","Neisseriaceae_Neisseria_KX101083.1.1506","Neisseria sp. 10010","KX101083.1.1506_beta_extraction"
"1160","Neisseriaceae_Neisseria_JQ452850.1.1397","uncultured bacterium","JQ452850.1.1397_beta_extraction"
"1161","Neisseriaceae_Neisseria_JQ456886.1.1402","uncultured bacterium","JQ456886.1.1402_beta_extraction"
"1162","Neisseriaceae_Neisseria_GQ157181.1.1474","uncultured bacterium","GQ157181.1.1474_beta_extraction"
"1163","Neisseriaceae_Neisseria_JQ452114.1.1388","uncultured bacterium","JQ452114.1.1388_beta_extraction"
"1164","Neisseriaceae_Neisseria_FJ557757.1.1401","uncultured bacterium","FJ557757.1.1401_beta_extraction"
"1165","Neisseriaceae_Neisseria_KF066739.1.1364","uncultured bacterium","KF066739.1.1364_beta_extraction"
"1166","Neisseriaceae_Kingella_JQ455168.1.1404","uncultured bacterium","JQ455168.1.1404_beta_extraction"
"1167","Neisseriaceae_Neisseria_JQ451961.1.1370","uncultured bacterium","JQ451961.1.1370_beta_extraction"
"1168","Neisseriaceae_Neisseria_JQ451980.1.1403","uncultured bacterium","JQ451980.1.1403_beta_extraction"
"1169","Neisseriaceae_Kingella_JQ461059.1.1383","uncultured bacterium","JQ461059.1.1383_beta_extraction"
"1170","Neisseriaceae_Neisseria_JQ466312.1.1406","uncultured bacterium","JQ466312.1.1406_beta_extraction"
"1171","Neisseriaceae_Neisseria_JQ450656.1.1396","uncultured bacterium","JQ450656.1.1396_beta_extraction"
"1172","Neisseriaceae_Neisseria_JF149592.1.1360","uncultured bacterium","JF149592.1.1360_beta_extraction"
"1173","Neisseriaceae_Neisseria_JQ450665.1.1374","uncultured bacterium","JQ450665.1.1374_beta_extraction"
"1174","Neisseriaceae_Neisseria_FJ557363.1.1399","uncultured bacterium","FJ557363.1.1399_beta_extraction"
"1175","Neisseriaceae_Neisseria_JQ456404.1.1382","uncultured bacterium","JQ456404.1.1382_beta_extraction"
"1176","Neisseriaceae_Neisseria_JQ453310.1.1304","uncultured bacterium",NA
"1177","Neisseriaceae_Neisseria_JQ451460.1.1399","uncultured bacterium","JQ451460.1.1399_beta_extraction"
"1178","Neisseriaceae_Neisseria_JF152508.1.1362","uncultured bacterium","JF152508.1.1362_beta_extraction"
"1179","Neisseriaceae_Kingella_JQ462195.1.1390","uncultured bacterium","JQ462195.1.1390_beta_extraction"
"1180","Neisseriaceae_Neisseria_JQ450571.1.1406","uncultured bacterium","JQ450571.1.1406_beta_extraction"
"1181","Neisseriaceae_Neisseria_JQ451197.1.1412","uncultured bacterium","JQ451197.1.1412_beta_extraction"
"1182","Neisseriaceae_Simonsiella_JF150905.1.1365","uncultured bacterium","JF150905.1.1365_beta_extraction"
"1183","Neisseriaceae_uncultured_KF091012.1.1370","uncultured bacterium","KF091012.1.1370_beta_extraction"
"1184","Neisseriaceae_Neisseria_JQ465351.1.1382","uncultured bacterium","JQ465351.1.1382_beta_extraction"
"1185","Neisseriaceae_Neisseria_EF509732.1.1491","uncultured bacterium","EF509732.1.1491_beta_extraction"
"1186","Neisseriaceae_Neisseria_JF218274.1.1364","uncultured bacterium","JF218274.1.1364_beta_extraction"
"1187","Neisseriaceae_Kingella_GU227228.1.1461","uncultured Kingella sp.","GU227228.1.1461_beta_extraction"
"1188","Neisseriaceae_Neisseria_FJ557347.1.1401","uncultured bacterium","FJ557347.1.1401_beta_extraction"
"1189","Neisseriaceae_Kingella_JQ466547.1.1406","uncultured bacterium","JQ466547.1.1406_beta_extraction"
"1190","Neisseriaceae_uncultured_HM343973.1.1367","uncultured bacterium","HM343973.1.1367_beta_extraction"
"1191","Neisseriaceae_uncultured_JF148966.1.1361","uncultured bacterium","JF148966.1.1361_beta_extraction"
"1192","Neisseriaceae_Neisseria_HM308815.1.1364","uncultured bacterium","HM308815.1.1364_beta_extraction"
"1193","Neisseriaceae_Neisseria_LN871843.1.1368","Neisseria sp. TID-16","LN871843.1.1368_beta_extraction"
"1194","Neisseriaceae_Neisseria_JF189509.1.1356","uncultured bacterium","JF189509.1.1356_beta_extraction"
"1195","Neisseriaceae_Neisseria_FJ191987.1.1436","uncultured Neisseria sp.","FJ191987.1.1436_beta_extraction"
"1196","Neisseriaceae_Neisseria_JF197356.1.1367","uncultured bacterium","JF197356.1.1367_beta_extraction"
"1197","Neisseriaceae_Neisseria_AJ239283.1.1355","Neisseria lactamica","AJ239283.1.1355_beta_extraction"
"1198","Neisseriaceae_Neisseria_JQ457011.1.1399","uncultured bacterium","JQ457011.1.1399_beta_extraction"
"1199","Neisseriaceae_Snodgrassella_HM008720.1.1501","uncultured Simonsiella sp.","HM008720.1.1501_beta_extraction"
"1200","Neisseriaceae_Neisseria_JQ452882.1.1352","uncultured bacterium",NA
"1201","Neisseriaceae_Neisseria_JF032966.1.1362","uncultured bacterium","JF032966.1.1362_beta_extraction"
"1202","Neisseriaceae_Neisseria_JQ452134.1.1409","uncultured bacterium","JQ452134.1.1409_beta_extraction"
"1203","blast_hit_EF533992.1",NA,"EF533992.1_annotated_16s_extraction Lactobacillus acidophilus strain IDCC 3301 16S ribosomal RNA gene, complete sequence"
"1204","blast_hit_KU513552.1",NA,"KU513552.1_Snodgrassella_sp._TQ2-3_extraction"
"1205","blast_hit_KT988024.1",NA,"KT988024.1_Snodgrassella_sp._15-3-5_extraction"
"1206","blast_hit_GQ358854.1",NA,"GQ358854.1_Uncultured_bacterium_clone_8817-D4-O-10C_extraction"
"1207","blast_hit_JQ405162.1",NA,"JQ405162.1_Uncultured_beta_proteobacterium_clone_YX.223Bp_extraction"
"1208","blast_hit_JQ405119.1",NA,"JQ405119.1_Uncultured_beta_proteobacterium_clone_YX.242Bp_extraction"
"1209","blast_hit_JQ405143.1",NA,"JQ405143.1_Uncultured_beta_proteobacterium_clone_U08.609Bp_extraction"
"1210","blast_hit_JQ405124.1",NA,"JQ405124.1_Uncultured_beta_proteobacterium_clone_TZ.411Bp_extraction"
"1211","blast_hit_HM108709.1",NA,"HM108709.1_Uncultured_Neisseriaceae_bacterium_clone_SHAM048_extraction"
"1212","blast_hit_HM108717.1",NA,"HM108717.1_Uncultured_Neisseriaceae_bacterium_clone_SHAM056_extraction"
"1213","blast_hit_HM108719.1",NA,"HM108719.1_Uncultured_Neisseriaceae_bacterium_clone_SHAM058_extraction"
"1214","blast_hit_HM108722.1",NA,"HM108722.1_Uncultured_Neisseriaceae_bacterium_clone_SHAM061_extraction"
"1215","blast_hit_HM108699.1",NA,"HM108699.1_Uncultured_Neisseriaceae_bacterium_clone_SHAM038_extraction"
"1216","blast_hit_HM108695.1",NA,"HM108695.1_Uncultured_Neisseriaceae_bacterium_clone_SHAM034_extraction"
"1217","blast_hit_HM108689.1",NA,"HM108689.1_Uncultured_Neisseriaceae_bacterium_clone_SHAM028_extraction"
"1218","blast_hit_HM108685.1",NA,"HM108685.1_Uncultured_Neisseriaceae_bacterium_clone_SHAM024_extraction"
"1219","blast_hit_HM108710.1",NA,"HM108710.1_Uncultured_Neisseriaceae_bacterium_clone_SHAM049_extraction"
"1220","blast_hit_JQ405117.1",NA,"JQ405117.1_Uncultured_beta_proteobacterium_clone_09.225Q1Bp_extraction"
"1221","blast_hit_JQ405115.1",NA,"JQ405115.1_Uncultured_beta_proteobacterium_clone_09.225Q2Bp_extraction"
"1222","blast_hit_HM215016.1",NA,"HM215016.1_Uncultured_beta_proteobacterium_clone_D08078A2_extraction"
"1223","blast_hit_JQ388902.1",NA,"JQ388902.1_Uncultured_beta_proteobacterium_clone_Bt231.49A9_extraction"
"1224","blast_hit_HM215020.1",NA,"HM215020.1_Uncultured_beta_proteobacterium_clone_D08033A4_extraction"
